bank,comment,rating,source,time,target,language
BEA,After upgrading to the new app..paying bills by mobile app cannot be accepted..why is that??please check as this is very annoying!! The older version is better.,1,AppStore,01/03/2018 01:23,HK Bank,en
BEA,"Annoying updates
Can\'t even check my remains every single time when I go outside.
What\'s wrong with the fxxxin developers team.

Gonna terminate my bea accounts",1,AppStore,18/01/2018 16:07,HK Bank,en
BOC,New version slow to respond. Always waiting and waiting for the BOC building building up. Hard to navigate around. Can I have the old version instead.��,1,AppStore,16/04/2018 12:57,HK Bank,en
Citibank HK,"What’s the point of using this app when I can’t login with a correct password? Am uninstalling it to free up storage on my phone
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,06/06/2019 00:04,HK Bank,en
Citibank HK,"Hang ups and hiccups always happen. The app can’t run smoothly. The worst case is than it can’t handle stock transactions properly. It always hangs!!!!
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,12/04/2019 10:01,HK Bank,en
Citibank HK,Literally freezing all the time! Salute to these hotline service staff who must have been hearing all these complains all over the time with utmost patient,1,AppStore,22/10/2018 09:47,HK Bank,en
Dah Sing Bank,Can you find your IT to review the app? FPS is not working once to allow to link with the iPhone contact list! Pls fix asap!,1,AppStore,03/12/2018 11:51,HK Bank,en
Heng Seng Bank,"Functions are fine, 
Strange and ugly design after update, difficult to use, same as hsbc app.
Too much update, why i have to update each day?",1,AppStore,25/06/2019 08:44,HK Bank,en
HSBC HK,"So many bugs 
Keep logging in for some reasons
Cannot click for cancel activation to continue 
Loading for days 
Can't even go to the balance page",1,AppStore,30/06/2017 09:04,HK Bank,en
HSBC HK,Just updated to the 13 April version. It stills says "Application is temporarily unavailable" when I tried to set up security key and Touch ID. Failure.,1,AppStore,14/04/2017 13:51,HK Bank,en
HSBC HK,This is the worst experience i have ever used hsbc app from this new app. Its not even clear and much more time consuming and confuse!,1,AppStore,23/03/2017 15:39,HK Bank,en
inMotion,what’s the point of using this app when you have no access to bill payments and FPS. I even encountered difficulties transferring money using this app.,1,AppStore,26/10/2018 09:19,HK Bank,en
PayMe,After clicking open the app it just stayed on the page with its logo in the centre. Takes forever to load... couldn’t use the app today.,1,AppStore,07/11/2019 16:35,HK Bank,en
PayMe,"Why I going to open the new account with my email or phone number, it just show me*ERROR* . I already try two days. Thank you",1,AppStore,25/02/2019 22:39,HK Bank,en
PayMe,"Still cannot change my forgotten password!! Keep prompting error 19001! How come updated for at least 2 times, the error still exists?! Waste my time!
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,13/02/2018 20:58,HK Bank,en
PayMe,"Cannot load the friend list from my contact list.... cannot edit profile picture, I’m not using Facebook to login!  no in-app notification after received payment....
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,10/02/2018 01:31,HK Bank,en
SC Mobile Hong Kong,"can’t approve my laptop access, because the app fails to send back to my laptop.

no wonder this bank’s share price keeps dropping...managed by incompetent “professionals”",1,AppStore,20/02/2019 14:24,HK Bank,en
SC Mobile Hong Kong,"Tried 10 mins to scan ID, it didn’t work at all and no tooltip to tell me what the hell was wrong. This is super frustrating",1,AppStore,23/01/2019 10:37,HK Bank,en
SC Mobile Hong Kong,Can’t login with touch ID after the latest update. Error msg code 3000. It doesn't work no matter how many times i reset the touch id.,1,AppStore,30/11/2018 21:09,HK Bank,en
SC Mobile Hong Kong,（）The keep forcing you to follow the instruction... without giving you other option... SCB use to be my favourite retail banking in Hong Kong. So disappointed..,1,AppStore,13/10/2018 13:19,HK Bank,en
SC Mobile Hong Kong,"I can’t launch the app, and the online version request me to key in the code. Now I totally lose my access to my online account!",1,AppStore,24/09/2018 06:44,HK Bank,en
SC Mobile Hong Kong,The app simply doesn’t load. Such a big bank can’t even write an app that works. Now I don’t trust to put my money with them.,1,AppStore,03/01/2018 23:27,HK Bank,en
AlipayHK,The camera for qr code scanning is failed on Android pie. It keeps blackout even toggles the permission and restart the phone as suggested. Any resolution?,1,GooglePlay,04-Oct-18,HK Bank,en
PayMe,"Too many steps needed to start, gave up after trying 30 mins to take a photo of my id, keep saying they cant read my id",1,GooglePlay,20-Jul-18,HK Bank,en
PayMe,"The login screen loops asking for logging in my Facebook account. Upon successful facebook login, it keeps popping up for a login again. Never go in",1,GooglePlay,14-Jul-17,HK Bank,en
PayMe,"After I installed the app , I didn't manage to load into the app , just remained in the initial logon Page. It's basically dead app.",1,GooglePlay,08-Feb-17,HK Bank,en
inMotion,"horrible experience, especially with the facial recognition. it failed several times recognising my face ad eventually asked me to go through the whole registration process again",1,GooglePlay,20-Dec-18,HK Bank,en
BEA,"Poor app!! No stock code can be inputted for stock quote searching. No function for monitoring a set of stocks, which were available in last ver",1,GooglePlay,16-Feb-18,HK Bank,en
BEA,incompatible because of root?! my phone is rooted & not compatible with BEA app? since when rooted devices became incompatible with any sorts of having apps...,1,GooglePlay,20-Mar-16,HK Bank,en
BOC,"Very long loading and response time Not a well tuned apps, you need to wait for a very long time for a function or even halt.",1,GooglePlay,10-Jan-15,HK Bank,en
Citibank HK,Downloaded the app and installed without problem on my stock Galaxy S3 running Android 4.4.4.. Can't open though. Error message : unfortunately citibank hk has stopped.,1,GooglePlay,09-Oct-19,HK Bank,en
Citibank HK,"poor, looping without getting to the page. The problem isn't fixed. It is a month since my recurred complaint, nothing happened. Poor response, poor technical support.",1,GooglePlay,07-Sep-19,HK Bank,en
Citibank HK,"I can no longer login with this latest update. Regardless of whether I try to login by Password or Fingerprint, I get a message “Generic Error”.",1,GooglePlay,21-Jul-19,HK Bank,en
Citibank HK,"after login, it shows a blank screen with a white bar in the middle for several days already, I cannot use this app at this moment",1,GooglePlay,15-Jan-19,HK Bank,en
DBS Omni,Can't log in! Kept resetting password and I copied and pasted exactly what was in the reset email and it still say "invalid password" ~.~"" why....,1,GooglePlay,16-Jan-16,HK Bank,en
DBS Omni,poor apps ever seen hang after first open. The promotion mentioned in website cannot find in the apps. Useless at all. Just a cheat money apps.,1,GooglePlay,27-Aug-13,HK Bank,en
Heng Seng Bank,Worst app ever.. Layout is very bad and always need to login.. Whats the point of app? Better use full page website from mobile or laptop..,1,GooglePlay,15-Oct-19,HK Bank,en
Heng Seng Bank,"Very disturbing, why updates required so frequently ? Those items update are not to my need. Why can't I have choice not to be updated !",1,GooglePlay,02-Nov-19,HK Bank,en
Heng Seng Bank,Not user friendly Back button for log out instead of previous page is annoying. Page layout are hard to follow. Ads cover most of the pages.,1,GooglePlay,23-Jun-16,HK Bank,en
Heng Seng Bank,Just rubish Slow and not really a native app you are loading http screens into the app therefore slow. Stop the advertising wasting my screen space,1,GooglePlay,22-Nov-15,HK Bank,en
HSBC HK,Cannot login by either fingerprint or password after upgraded Android 10 official!! Even after reset password! No upgrade test during beta??? So annoying and trouble now!,1,GooglePlay,04-Sep-19,HK Bank,en
HSBC HK,Needed to update because of a new release... does not bloody update and now the old version doesn't even open because its not the latest version....,1,GooglePlay,03-Jun-19,HK Bank,en
HSBC HK,The App won't open. I cannot use the secured site anymore. it is a major inconvenience. my phone is a Samsung galaxy s6 running Android 7,1,GooglePlay,05-Feb-19,HK Bank,en
HSBC HK,This app does not work on the brand new pixel 2 xl..says 'Rooted Device'..looks like a problem for Android 8.0 compatibility as others have also complained,1,GooglePlay,07-Nov-17,HK Bank,en
SC,"Totally broken, SCB used to have a good app, now the mobile key registration and reregistration is a disaster. I can't even login to my account.",1,GooglePlay,19-Sep-18,HK Bank,en
SC,"Same problems as indicatated below, App refused to work, locked me out from logging in thru the web either cos of the 2 step verification, useless.",1,GooglePlay,01-Feb-19,HK Bank,en
SC,"Very not user friendly, not support older version of android os, no online banking alternative that allows fps setting, really out dated and backward it systen",1,GooglePlay,03-Nov-18,HK Bank,en
SC,"Still No Root Support SC insists on not providing rooted devices support, while all other banks that I am using are willing to support rooted devices.",1,GooglePlay,04-Jun-16,HK Bank,en
SC,"Login button always stays grey Worked fine before. Recently after inputting username and password, the login button remains grey. And I couldn't use the app anymore.",1,GooglePlay,15-Jun-15,HK Bank,en
PayMe,"When tried to click transfer button to transfer money back to my bank a/c, input passcode screen fails to pop up on iOS 10, iPhone 5
 ----------------------------------------------------------------------------------------- 
 ",4,AppStore,24/08/2019 19:00,HK Bank,en
PayMe,"quite user-friendly. I can transfer money to my fd in a fast and convenient way. Save time and no need using ATM for money transfer anymore!
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,14/02/2017 16:55,HK Bank,en
Citibank HK,"pretty clean, useful, versatile. transfers are easy and recipients are easy to store and organize. the mobile token is sometimes needed, so keep in a safe place.",5,GooglePlay,"April 1, 2019",HK Bank,en
DBS Omni,Nice App Omni app provides another dimension to manage your spending. Easy to use and a lot of interesting features. A must use day to day app.,5,GooglePlay,18-Feb-16,HK Bank,en
HSBC HK,"Great and helpful app for personal banking. Use it for transfers, paying bills, and monitoring my accounts. Love being able to do it all from my device!",5,GooglePlay,24-Jan-18,HK Bank,en
Citibank HK,"After update, app freezes and does not load... Actually realized it was due to software upgrade making the phone slower. switching to power mode will fix this",3,GooglePlay,30-May-19,HK Bank,en
Citibank HK,"Everytime I open the app, there is a pop-up that says ""we detected that there was an attempt to retreive your screen information....."" How to disable it?",3,GooglePlay,29-Jan-19,HK Bank,en
HSBC HK,Why is it so difficult to support fingerprint? Samsung is the most popular brand and yet no support for S9... unacceptable for the largest bank in HK.,3,GooglePlay,"April 11, 2018",HK Bank,en
BEA,I’m am 100% sure I didn’t make any changes to my password because I use it for all my accounts! Stop locking me out of my account!!,2,AppStore,28/07/2019 12:19,HK Bank,en
PayMe,"When I paste a valid local mobile number, it sometimes said I have entered an invalid mobile number. I have to delete and re-type the phone number.",2,AppStore,22/11/2017 07:27,HK Bank,en
PayMe,"Why the app defaults to share my transactions with my PayMe friends ? What's that for ?
Meaningless feature and makes me change setting per payment...
 ----------------------------------------------------------------------------------------- 
 ",2,AppStore,14/02/2017 23:23,HK Bank,en
BOC,Terribly force re-login! No improvement for years? Why doesn't allow user to switch to other app to get info for carrying on the task in this app?,2,GooglePlay,31-May-15,HK Bank,en
BEA,"After updating the app, i cannot log in bea mybanking anymore. The message of “this app can’t support your phone(i am using iphone 7p). Very disappointed. ��‍♂️��‍♂️��‍♂️��‍♂️��‍♂️��‍♂️��‍♂️�������",1,AppStore,22/08/2018 23:58,HK Bank,en
BoC Pay,"Same experience as the user dated 6 apr. after download, accepted T&C, it crashed. And crash each time after click on the app icon. On iOS 12.2.",1,AppStore,17/04/2019 17:08,HK Bank,en
BOC,"I can login online banking with the same account and password and it did not work on this app! Try multiple times and still fail!
Rubbish app",1,AppStore,24/05/2019 21:31,HK Bank,en
BOC,"Can not use keyboard on iPad after a failed login. For the same reason cannot reset password. Cannot do anything.
Cannot find any app worse than this.",1,AppStore,12/05/2018 19:13,HK Bank,en
CCB,The app is terribly user unfriendly.  It is very complicated to just view the transaction history and the balance summary.  Time consuming to do what I want!,1,AppStore,26/04/2019 19:37,HK Bank,en
DBS digibank Hong Kong,"And no alert of any kind to indicate the due date of credit card. 

Is this the way DBS intended to get the financial charges from customer?",1,AppStore,26/02/2019 22:41,HK Bank,en
Heng Seng Bank,"Used to use HSB online banking services over 20 years, from last year (2018) very very bad experiences on your setting, outlook and etc. 
No good lo....",1,AppStore,18/07/2019 17:28,HK Bank,en
PayMe,Pls can someone let me know how can I contact your team as my account is being blocked without reason and I still have money inside !,1,AppStore,26/04/2018 11:30,HK Bank,en
SC Mobile Hong Kong,"After upgrade to iOS 13 the app can’t launch and prompt it can’t be use for security reason. My other banking app has no such problem.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,20/09/2019 16:59,HK Bank,en
SC Mobile Hong Kong,"I have enabled many times Face ID
Always ask me to logout
And night time always can not login 

HSBC app is much better . Horrible UX",1,AppStore,20/01/2019 19:43,HK Bank,en
SC Mobile Hong Kong,And would you mind fix it ASAP? Even I cannot use computer browser to login because you ask me to get the login key from the apps!,1,AppStore,24/09/2018 09:50,HK Bank,en
SC Mobile Hong Kong,"When I upgrade to latest version , it will not load up the screen and keep running . Anyone will do QC before roll out for client?",1,AppStore,09/05/2018 07:21,HK Bank,en
SC Mobile Hong Kong,"It won’t worth 1star with this poor apps. After updated , cannot continue to use Face ID log in again, it needs to reinstall once again .",1,AppStore,05/05/2018 12:28,HK Bank,en
AlipayHK,"A cannot update my alipay what's the problem?and it says that the limit amount is 10k hkd, why is my account reached it's limit when i didn't.",1,GooglePlay,30-Jul-19,HK Bank,en
PayMe,why can't you stick with the old version which wouldn't be that lag by now; and have you try to debug before you release the update ?,1,GooglePlay,30-Aug-19,HK Bank,en
PayMe,"This app does not help me to transfer balance back to my savings account-tried contacting payme customer cate, hotline and branch. No one knows how to fix.",1,GooglePlay,01-Jun-19,HK Bank,en
PayMe,Couldn't use the app since the last maintenance (which was a long time ago). Always show the uh-no something went wrong message on my phone (android 4.4.2).,1,GooglePlay,21-Jun-18,HK Bank,en
PayMe,Forced me to update and said my phone is not compatible to this version. Locking the door for uses! Or are you buying me a new phone!?,1,GooglePlay,"April 19, 2018",HK Bank,en
PayMe,"Stuck with the process of scanning HKID. Also, I am stuck when trying to initiate payment to a new recipient, since my tablet here has NO whatsapp",1,GooglePlay,24-Feb-18,HK Bank,en
PayMe,"Can't login as never received any verification code, have funds in the account, how can I draw out or make payment now! Any hotline can ask ?",1,GooglePlay,14-Jan-18,HK Bank,en
Citibank HK,"Terrible app, not much functions to use actually. Not even allows FPS QR reading, extremely complicated to pay bills. Transfers can't be scheduled, no standing orders possible.",1,GooglePlay,17-Aug-19,HK Bank,en
Citibank HK,Super buggy. Finger print fails almost everytine and you have to hard kill the app to re-login. Pre launch testing definitely done by people who didn't care.,1,GooglePlay,18-May-19,HK Bank,en
DBS digibank Hong Kong,"Another rubbish app update to access the personal by DBS which is totally unrelated to banking. Why DBS needs to access my photo gallery, SMS and etc.",1,GooglePlay,04-Oct-18,HK Bank,en
DBS digibank Hong Kong,"this apps is linked from the bank website for promotion in May 2019, after login show me the apps was replaced by iwealthy app in May 2018",1,GooglePlay,03-May-19,HK Bank,en
DBS digibank Hong Kong,"Using Android 8.1.0 on Google Pixel, the app incorrectly identify my device as rooted. Not allowing me to use, it was not an issue in previous version",1,GooglePlay,05-Jun-18,HK Bank,en
Heng Seng Bank,"I keep getting the system message that owing to invalid information, my instruction may not have been processed, especially when trying to pay bills. It's really frustrating",1,GooglePlay,"April 10, 2018",HK Bank,en
HSBC HK,After the update the app becomes very buggy and slow. On top of that whenever I try to transfer money between accounts the app forces shut down.,1,GooglePlay,05-Jul-19,HK Bank,en
HSBC HK,"Cannot install on the rooted device, so that I cannot receive the noticification of my account and have been charged a lot of operation fees. Bad experience.",1,GooglePlay,11-Feb-19,HK Bank,en
HSBC HK,The app is slow before I updated to Android 9. Now that I'm using Android 9 I can't even use it since it's not supported. Complete trash,1,GooglePlay,12-Aug-18,HK Bank,en
HSBC HK,"i believe this will be the last mobile app to support fingerprint ID for note 8, even CCB supports fingerprint now, come on HSBC, why so slow?",1,GooglePlay,08-Sep-18,HK Bank,en
HSBC HK,"Not working since update, cannot log in, waste my time, this is the worst internet banking app ever, so disappointed with such app of a global company",1,GooglePlay,13-Jul-17,HK Bank,en
CCB,Does not support fingerprint sign in on my Samsung Galaxy Note 5 while all the other bank apps do. Does not allow me to select frequent payee.,1,GooglePlay,20-Dec-18,HK Bank,en
SC,App is crashing on opening. Can't even login to my account on the web as have 2fa linked to mobile. This is really bad from standard chartered.,1,GooglePlay,01-Feb-19,HK Bank,en
SC,keep crashing after updates. no luck after reinstall it. not impressed at all. when will it be fixed? I can't even login yo manage my account now!,1,GooglePlay,09-May-19,HK Bank,en
SC,Not able to set it up. Tried few times and even made me not able to log in into my online banking account. What a hopeless app.,1,GooglePlay,28-Dec-18,HK Bank,en
SC,I am going to cancel my bank acct and move all money to my other banks JUST because of this stupid app. Well done Stan Chart developers.,1,GooglePlay,14-Jan-19,HK Bank,en
SC,"Louzy This is the third time i uninstall and re-install this app. Never being able to log in into my account. Called hotline help, miserably helpless ....",1,GooglePlay,03-Dec-13,HK Bank,en
HSBC HK,"Touch ID to login is convenient, software token is good too. No need to carry the physical token around anymore. App UI is ok. So far so good.",5,AppStore,24/05/2017 20:31,HK Bank,en
PayMe,"Love this app as it is easy to use!
And it is ok for everyone to use even you are not having HSBC account or credit card!
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,30/08/2017 21:53,HK Bank,en
PayMe,"It's simple to use, the verification process is quick and it works as advertised. My coworkers and I use it to settle lunch bills all the time.
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,18/08/2017 16:41,HK Bank,en
PayMe,"This app is actually pretty useful for splitting the bills and it's super easy to use. It's also not limited to just HSBC users which is awesome.
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,13/02/2017 00:18,HK Bank,en
AlipayHK,very helpful as a helper no need to go to remittance shop just top up at seven eleven and you can send quickly many thanks for this app,5,GooglePlay,12-Jun-19,HK Bank,en
HSBC HK,It's a very helpful app and I can easily transfer money to avery where do not need to go to bank thanks to HSBC I enjoying this app.,5,GooglePlay,03-Jun-19,HK Bank,en
PayMe,Recently I can’t transfer money back to my bank account. I tried it many times when I input the password then the app will be close it automated.,3,AppStore,14/05/2019 16:42,HK Bank,en
PayMe,Surprisingly quick and easy to set up. Not sure why transactions are default visible to friends though. Why would anyone want to let their friends know their transactions?,3,AppStore,30/11/2017 02:40,HK Bank,en
SC Mobile Hong Kong,"I am a new user, I cannot open SC Pay on my mobile app, how can I make the payment via my credit card in this app?
 ----------------------------------------------------------------------------------------- 
 ",3,AppStore,02/10/2019 22:17,HK Bank,en
PayMe,Is there anyone same as me that get stucked while staring to register your ID card? It keeps telling me that need more time to verify my identity.,3,GooglePlay,03-May-18,HK Bank,en
inMotion,New HKID Smart Card not supported on the app. So whilst I would love to get an account I cannot because it won't accept now HKID Smart Cards.,3,GooglePlay,"April 16, 2019",HK Bank,en
HSBC HK,It can take literally minutes for an input field to register that you’re clicking on it which makes simply things in the app really frustrating and time consuming.,2,AppStore,30/06/2018 08:58,HK Bank,en
PayMe,"The app has to be update frequently , b4 the required app update , the service has terminated temporarily , that is super annoying to the user !",2,AppStore,18/12/2018 13:40,HK Bank,en
HSBC HK,Always shows Retry. why after logging in screen shows Retry lol.my pw is right username right then still dont show anything .i cant access my account via phone.,2,GooglePlay,25-Jul-19,HK Bank,en
SC,Disappointed I think my first disappointment to SCB is that Breeze Trade is still not available in Android while it had been available in iOS so long ago.,2,GooglePlay,30-Oct-14,HK Bank,en
SC,Securities services Why there is no app for securities service for android users??? It is very inconvenience and even not allow us to do it by phone browser,2,GooglePlay,22-Sep-14,HK Bank,en
PayMe,"I still cannot find the bank I use on your list⋯⋯
Pls add more different banks for selection.  Also, pls  increase the monthly add-value limit for credit card������",4,AppStore,29/08/2019 21:21,HK Bank,en
BEA,"Cannot input password!  I updated BEA app today then cannot use now! Once touch the password field, it pop out to the main page,  cannot use at all!",1,AppStore,03/07/2019 01:04,HK Bank,en
BEA,"After the update, I received an error that this service is terminated and advised me to use the internet banking service instead. So the app no longer works?",1,AppStore,20/06/2019 14:04,HK Bank,en
BEA,"This is the worst mobile banking Apps I have even used !

Not user friendly at all !
Even a IT person doesn’t understand the rationale behind !",1,AppStore,27/11/2018 11:42,HK Bank,en
BOC,Cannot sign in credit card account. Keep saying name and password not matched and locked my account. Ads are very big and blocks interface. Poor bank poor app.,1,AppStore,07/05/2012 19:52,HK Bank,en
Citibank HK,"This app (and online platform) make banking impossible. I can’t wait for virtual banks to launch and we can be done with this degree of digital incompetence.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,03/07/2019 11:19,HK Bank,en
Citibank HK,When using mobile network 4G the app always failed to connect and the app crashed in the latest iOS. Sometime it can be used when connected to WiFi.,1,AppStore,11/12/2017 15:08,HK Bank,en
Citibank HK,"Are we in 90s what is this prehistoric application. Fire all your IT guys. Thanks Apple it's not working with IOS9 and i am not getting mad anymore...,",1,AppStore,21/09/2015 21:33,HK Bank,en
CMB,"Very slow, transaction history take forever to load and never be success in history of use! It’s just an app checking you balance ! Transaction history not work",1,AppStore,12/02/2019 10:48,HK Bank,en
Heng Seng Bank,I don't get why you guys decided to disable TouchID/FaceID in the first place. There's simple no point at all. Just enable it and everyone will be happy.,1,AppStore,25/02/2019 15:43,HK Bank,en
Heng Seng Bank,HSBC apps start supporting Face ID and iPhone X layout. Why you update your app to reject the Face ID support that worked when iPhone X first launch?,1,AppStore,24/11/2017 16:37,HK Bank,en
HSBC HK,"Never let me log in after changing a new phone
Very complicated procedures to log into ur new phone 
At last locking my account
Very useless app
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,01/11/2019 23:35,HK Bank,en
HSBC HK,"（）I think this app is one of the slowest I have ever seen in my life. Gosh, guys, you really need to do something to make it faster.",1,AppStore,16/04/2019 23:37,HK Bank,en
HSBC HK,"Come on guys, fix the problem now! It works perfectly with my iPhone X and can’t even get to the log in page on my iPhone XS, ridiculous",1,AppStore,21/09/2018 15:27,HK Bank,en
HSBC HK,"worse update ever, cannot login, security code keeps fail and finally locked, finger print record no longer exist, cannot login , what is that for? stupid hsbc IT",1,AppStore,03/11/2017 16:23,HK Bank,en
HSBC HK,"They give you a security code which is actually wrong, you type it as is on a computer many times and both computer and phone lock you out.",1,AppStore,22/08/2017 10:57,HK Bank,en
HSBC HK,"Does not open on iOS. Has been stuck like this for last update. Can't understand why a bank this big can screw up so hard, for so long.",1,AppStore,15/08/2017 23:20,HK Bank,en
HSBC HK,Every time I try to log in it says your session has ran out. And I had to delete and reinstall the whole app to get it fixed.,1,AppStore,19/04/2017 09:13,HK Bank,en
ICBC Mobile Banking,Tap into the credit card page and it loads forever. Also cannot login with Face ID. Have to enter my login name and password every time. Very inconvenient!,1,AppStore,05/05/2018 15:27,HK Bank,en
PayMe,It’s keep showing Error 19001 that I can never reset the password successfully. I still have got money in the account. So ridiculous and what a stupid apps!,1,AppStore,20/09/2018 13:55,HK Bank,en
PayMe,"This app is good for HSBC credit card user only. Otherwise, U have to wait many times for verifying. I am waiting it for long times. How come?",1,AppStore,12/05/2018 20:42,HK Bank,en
PayMe,"I can’t login to my account and have absolutely no idea where my money .... and most of all, I have no idea where to ask for help.....",1,AppStore,26/04/2018 01:01,HK Bank,en
PayMe,"It is a totally bad application without considering user privacy.

Why the default setting of the app is to allow other 'friends' to view your payment transaction?
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,02/01/2018 21:00,HK Bank,en
SC Mobile Hong Kong,"just give up the virtual bank license when you can't make a usable app. 
The app doesn't fit the screen of iPhone XR and the UI is crappy",1,AppStore,10/03/2019 10:00,HK Bank,en
SC Mobile Hong Kong,"The UI is poorly designed, strongly recommand to fire whoever designed this crap.

At least to have the option to show each statement monthly instead of showing all!!!",1,AppStore,05/01/2019 22:48,HK Bank,en
PayMe,Unable to use the app suddenly. Stuck at the start up screen. Your support site is also down which makes it impossible to file a support case. �,1,GooglePlay,03-Sep-19,HK Bank,en
PayMe,Oops something went wrong. Sorry it's not you it's us. Been getting this error for over a month now. How's is it taking so long to fix this?,1,GooglePlay,11-Sep-19,HK Bank,en
PayMe,"One month after i uploaded my HKID.. And my acccount still locked. Unreliable. As soon as i can withdraw my money, will get rid of this irritating app.",1,GooglePlay,20-Jun-18,HK Bank,en
PayMe,Their customer service is pretty much non-existent. Been waiting for their reply for more than a week! And their link to reset the password doesn't work at all!!!,1,GooglePlay,25-Jan-18,HK Bank,en
inMotion,Do not install. this app required user to install an additional APK file when you launch the application. this could bypass google play store svanning. IT IS FOXY.,1,GooglePlay,26-Dec-18,HK Bank,en
HSBC HK,worst banking app I've used. Why are you still insisting I use the security device to login? Who the hell carry that god awful thing around with them?,1,GooglePlay,24-May-19,HK Bank,en
HSBC HK,Always have issue with this app. Wastes a lot of time having to call customer service time and time again and wait for 20 minutes to be connected.,1,GooglePlay,15-May-18,HK Bank,en
HSBC HK,"Cannot use the app since it says my stock phone is rooted, has been a nightmare to use, ended up having to send a form to their office.",1,GooglePlay,23-Mar-18,HK Bank,en
HSBC HK,"This morning the app wouldn't open, saying ""rooted device detected"" which is obviously wrong. I have a stock xiaomi mi6. Extremely poor project governance, someone pleased be fired!",1,GooglePlay,03-Mar-18,HK Bank,en
HSBC HK,"Uh, rejected my 8 char password by telling me it needs to be less than 9 chars. Not sure I trust an app with fundamental bugs like that",1,GooglePlay,18-Jun-17,HK Bank,en
HSBC HK,"The app response is ULTRA slow, unusable. Reverted back to original HSBC app which is smooth. Phone is Samsung S7 Edge so no excuse on blaming outdated devices.",1,GooglePlay,06-Mar-17,HK Bank,en
HSBC HK,"Haven't been able to open the app for months. Despite several reports sent, situation remained unchanged. Totally disappointed in the poor IT service of such a ""world-leading” bank!",1,GooglePlay,02-Mar-17,HK Bank,en
HSBC HK,Latest update causes app to crash on opening (s7 edge). Not good enough when it is need to verify online banking transactions not carried out in the app.,1,GooglePlay,04-Jun-17,HK Bank,en
CCB,"Why would I need to give access to my storage, contacts and location to use a bank app? The request for access made me uninstall it. No choice",1,GooglePlay,26-Nov-18,HK Bank,en
CCB,"Why a bank app need so many access right on my phone, while it need nothing at all to use a web browser to do the same thing?",1,GooglePlay,05-Nov-18,HK Bank,en
SC,"App kept asking me to register my mobile phone each time I login. To cap it off, the registration often doesn't work so you can't access the account.",1,GooglePlay,11-Jul-19,HK Bank,en
SC,This is stupid. I crashes everytime i open the app. Now i cant open my account using the website as its asking me the authentication from the apps..grrrrrrr..,1,GooglePlay,01-Feb-19,HK Bank,en
SC,"App is useless. When I oolpen it it just said there is no record on the acc, since a few days ago app just crash after opening it",1,GooglePlay,31-Jan-19,HK Bank,en
SC,How can I do stock trades on the app ? Fingerprint not working for my phone. Doesn't have that option. Very bad app compared to the industry standard.,1,GooglePlay,11-Jul-17,HK Bank,en
SC,"Worst banking app ever. Keeps logging off every 5sec, makes totally impossible to add any payee account on a computer... I want to close my SCB account asap!!!",1,GooglePlay,10-Dec-18,HK Bank,en
Citibank HK,Great start - keep going... Lot more now... ATM and Branch locator as well as banking on the go. Now my banking needs will be meet on the go!!!!,5,AppStore,04/07/2010 13:10,HK Bank,en
HSBC HK,It works very well on oneplus 3. No longer need to bring the physical security code generator. And P2P transfer is very convenient by using the mobile phone number.,5,GooglePlay,05-Jun-17,HK Bank,en
SC,Finally finger print login! So I come and change my rate. I actually quite like sc app as it's rather simple and clear compare to boc and dbs(the worst).,4,GooglePlay,03-Sep-18,HK Bank,en
SC Mobile Hong Kong,"It will be looping between longing and logout when using Face ID. When user logout, it will open the login pages, and then trigger out the FaceID login again.",3,AppStore,16/12/2017 11:56,HK Bank,en
HSBC HK,"keep having errors when getting secure code to authorize transfer of money, and where is the finger print log in again? (disappear after changing from S8+ to Note 8)",3,GooglePlay,13-Oct-17,HK Bank,en
PayMe,"I got Error #19001 when I tried to login. 
Ive have tried to find out what does it mean on the official website and I get nothing. 
Any response?",2,AppStore,16/11/2018 16:31,HK Bank,en
PayMe,"Hi, it took quite a long time to verify the ID, what’s the problem here? I couldn’t register again or cancel, it always come back to the same page",2,AppStore,04/12/2017 14:31,HK Bank,en
SC Mobile Hong Kong,"I have been using public beta of iOS 13 and the app stopped working.  The app is not usable and I didn’t have such problem for your competitors.
 ----------------------------------------------------------------------------------------- 
 ",2,AppStore,20/09/2019 07:50,HK Bank,en
SC Mobile Hong Kong,"At least I can transfer money and pay my bills

Why don’t optimise by referring sone apps such as Barclays Bank, even heng seng bank is better than yours",2,AppStore,17/07/2018 01:48,HK Bank,en
BEA,"Asks for update every single time when I need to use the app for urgent matters, and now I can’t even log into the app to view my accounts.",1,AppStore,14/07/2019 23:04,HK Bank,en
